Bedrooms,Bathrooms,SquareFootageHouse,Location,Age,PoolQuality,HasPhotovoltaics,HeatingType,HasFiberglass,IsFurnished,DateSinceForSale,HouseColor,PreviousOwnerName,HasFireplace,KitchensQuality,BathroomsQuality,BedroomsQuality,LivingRoomsQuality,SquareFootageGarden,PreviousOwnerRating,HeatingCosts,WindowModelNames,Price
,2.0,134.0,Rural,28.0,None,False,Electricity,True,True,2021-03-15,Yellow,Maria,False,Poor,Poor,Good,Poor,6.0,2.85,81.0,Aluminum ATYS3R,224.73779
1.0,1.0,49.0,Urban,7.0,None,False,Oil,True,True,2021-04-13,White,Natalie,False,Excellent,Excellent,Excellent,Excellent,6.0,1.89,78.4,ITM Wood C1AYY7 Window,197.932
1.0,1.0,95.0,Urban,,None,,Gas,False,True,2021-10-08,White,Natalie,False,Excellent,Good,Poor,Good,6.0,2.24,,NIM277A Wood H8EHD Window,178.29389
,1.0,120.0,Urban,29.0,None,False,Electric,False,True,2022-11-10,Green,Laura,False,Excellent,Good,Good,Excellent,6.0,2.71,,OI6U8ER Wood 84XFVP8 Window,217.6485
1.0,,18.0,Rural,33.0,Good,False,Electricity,False,True,2021-09-29,White,Sabrina,False,Good,Poor,Poor,Good,18.0,1.74,,ME5 Aluminum TGK9 Window,107.22524
,1.0,23.0,Urban,25.0,None,False,Oil Heating,False,True,2022-04-11,Green,Andreas,False,Good,Poor,Poor,Good,6.0,1.93,,Aluminum 44R258,59.36197
1.0,,67.0,Rural,38.0,None,False,Oil Heating,False,True,2022-02-09,White,Stefan,False,Poor,Poor,Poor,Excellent,6.0,1.32,107.2,Steel IVCKG,315.61711
1.0,3.0,105.0,Suburbann,41.0,None,False,Gas,True,False,2022-03-02,Green,Roman,False,Excellent,Good,Good,Poor,6.0,3.08,105.0,Steel ZAN Window,138.48531
1.0,,41.0,Suburbann,61.0,Good,False,Gas,False,True,2021-07-01,White,,False,Good,Excellent,Excellent,Poor,18.0,2.89,42.0,3TMA Steel K40AU,2578.1786
2.0,,93.0,Rural,56.0,Good,False,Oil,False,True,2023-05-07,Green,Sabrina,False,Good,Good,Poor,Excellent,18.0,3.38,,R131KO Wood 4SU Window,372.50135
3.0,3.0,108.0,Rural,57.0,,False,Oil,False,True,2024-03-20,Yellow,,False,Good,Good,Good,Poor,6.0,4.21,169.6,Aluminum EC3K770,293.23744
,5.0,140.0,Urban,39.0,None,False,Gas,True,True,2023-12-20,Yellow,Martin,False,Poor,Excellent,Excellent,Excellent,6.0,3.25,,Steel SXFXOF Window,366.54242
,,106.0,Suburbann,47.0,Poor,False,Electricity,True,True,2021-10-22,Yellow,Natalie,False,Excellent,Good,Poor,Good,13.0,3.5,64.2,U8TV0 Aluminum 3RGPX,105.50857
1.0,,73.0,Urban,,None,False,Gas,True,True,2021-09-01,White,Martin,False,Poor,Excellent,Good,Good,6.0,2.68,72.0,C2K Steel JIK Window,218.00458
1.0,1.0,29.0,Rural,50.0,Good,True,Oil,True,True,2020-04-09,White,Martin,False,Poor,Excellent,Excellent,Good,18.0,2.33,48.0,DMMOT6 Aluminum E9HN8,169.95885
,1.0,95.0,Rural,56.0,None,False,Oil,True,True,2023-11-10,Gray,Sandra,False,Good,Excellent,Excellent,Excellent,6.0,2.89,152.0,Aluminum BY9 Window,290.44639
,,138.0,Urban,8.0,None,False,Electricity,True,True,2020-04-22,Yellow,Roman,False,Poor,Excellent,Excellent,Poor,6.0,3.76,,Wood J8LTYQ,234.9889
1.0,1.0,59.0,Rural,61.0,Good,False,Electricity,True,True,2023-03-06,Yellow,Andreas,False,Good,Good,Excellent,Good,18.0,3.44,,Aluminum EK0AL0Y Window,191.80679
,1.0,77.0,Suburban,55.0,Excellent,False,Oil,False,True,2022-08-09,Yellow,,False,Good,Good,Good,Excellent,30.0,4.59,,Steel GUD7E3,195.20114
1.0,,5842.0,Suburban,,None,False,Electricity,False,True,2020-03-31,Yellow,,False,Poor,Poor,Good,Good,6.0,3.9,52.2,Steel 9L8 Window,113.91137
,,136.0,Rural,-1.0,Good,False,Electric,False,False,2020-10-05,White,Natalie,False,Poor,Excellent,Good,Excellent,18.0,3.31,81.0,Steel OBHHNOT Window,371.3967
1.0,1.0,90.0,Rural,48.0,None,False,Oil,True,True,2020-07-28,Gray,,False,Good,Excellent,Good,Excellent,6.0,1.97,,FM4057 Aluminum NB4,254.27683
,,133.0,Urban,47.0,Good,True,Gas,True,True,2022-12-02,White,Lukas,False,Excellent,Poor,Good,Poor,18.0,2.96,132.0,JB491 Aluminum JVSSI8R,254.76061
1.0,1.0,37.0,Suburban,51.0,None,,Oil,False,True,2020-01-08,Gray,Florian,False,Good,Poor,Excellent,Good,6.0,1.9,,Aluminum Y30,47.92356
,,90.0,,35.0,,False,Oil,False,True,2023-06-30,Green,Florian,False,Good,Excellent,Good,Good,18.0,1.72,,Steel 5JM,321.44973
1.0,1.0,26.0,Suburban,53.0,None,False,Gas,False,True,2020-12-31,Green,Sandra,False,Good,Good,Excellent,Good,6.0,2.45,,ZPEJDKI Wood NTUG2Q Window,68.82897
1.0,1.0,98.0,Urban,65.0,Excellent,False,Electric,False,True,2020-05-03,White,Daniel,False,Excellent,Good,Excellent,Excellent,30.0,2.68,58.2,Wood 2FJO Window,239.32018
1.0,,35.0,Suburban,51.0,,False,Oil Heating,True,False,2022-09-20,Yellow,Natalie,False,Good,Good,Good,Good,6.0,1.24,,Wood 2EQQ0DG,74.70463
1.0,,22.0,Suburban,43.0,Good,False,Oil,False,True,2024-01-26,White,Martin,False,Good,Good,Good,Good,18.0,3.18,35.2,Wood HSLTL,95.10928
3.0,,-682.0,Rural,46.0,None,False,Electricity,True,True,2022-11-09,Gray,Florian,False,Excellent,Excellent,Poor,Excellent,6.0,1.29,,Aluminum OO0MM2,251.9549
1.0,,50.0,Urban,42.0,None,True,Oil Heating,True,False,2022-11-19,Yellow,Johanna,False,Good,Poor,Good,Excellent,6.0,2.87,78.4,Wood XCJSHN Window,143.47129
2.0,1.0,-232.0,Urban,48.0,None,True,Oil Heating,False,True,2022-01-10,Green,,False,Excellent,Poor,Good,Excellent,6.0,3.44,155.2,9M1 Steel S3K7I,287.15197
1.0,,5747.0,,34.0,Poor,False,Electric,False,True,2023-04-30,Gray,Johanna,False,Good,Poor,Good,Good,13.0,1.87,,Aluminum 7YJHAW Window,90.84932
,2.0,118.0,,10.0,Excellent,False,Gas,True,True,2020-11-14,Gray,Johanna,False,Good,Good,Excellent,Good,30.0,2.51,,GDBJJ3 Wood 8TWD Window,187.26617
2.0,1.0,128.0,Suburban,,None,True,Electricity,False,True,2022-12-12,Yellow,Martin,False,Good,Good,Good,Good,6.0,2.48,,Wood AFB7GL9,119.64812
2.0,4.0,140.0,Urban,14.0,None,False,Electric,False,True,2022-01-14,Yellow,Andreas,False,Good,Good,Excellent,Excellent,6.0,2.97,84.0,Steel 25RI5BA Window,300.77182
2.0,,105.0,,50.0,,True,Oil,True,True,2020-07-27,Gray,Laura,False,Good,Poor,Excellent,Good,30.0,2.4,168.0,H52 Wood 48HO,444.56516
,1.0,45.0,,22.0,Good,False,Electricity,True,True,2021-05-29,Gray,Theresa,False,Good,Excellent,Excellent,Poor,18.0,1.55,27.0,Wood GDN9A5 Window,107.59629
,2.0,129.0,Urban,44.0,None,False,Oil Heating,False,False,2022-02-28,Gray,,False,Good,Good,Excellent,Poor,6.0,2.55,,Wood N0YLO Window,233.69066
1.0,1.0,24.0,Rural,31.0,Poor,False,Oil Heating,False,False,2023-01-06,White,Lukas,False,Good,Good,Poor,Good,13.0,3.11,40.0,9WVM Wood 80UY,164.43206
3.0,,146.0,,48.0,None,,Oil,True,True,2020-10-25,Yellow,,False,Good,Poor,Good,Excellent,6.0,2.1,,Steel ECEYHK,513.093
1.0,1.0,40.0,,33.0,,False,Gas,False,True,2022-10-24,Gray,Stefan,False,Poor,Good,Good,Excellent,6.0,1.5,37.0,G4PAF Steel YF1IYQ Window,184.18116
1.0,,92.0,Rural,24.0,,False,Electricity,False,True,2023-09-09,White,Sabrina,False,Poor,Poor,Excellent,Good,6.0,3.09,,M1TUAZV Wood 6DI,254.21612
1.0,,60.0,,56.0,None,,Oil,True,True,2022-06-03,White,Stefan,False,Excellent,Good,Good,Excellent,6.0,3.24,,Steel TWWOBS Window,244.39031
1.0,2.0,96.0,Rural,,None,True,Gas,True,False,2021-12-12,Green,Martin,False,Poor,Good,Excellent,Good,6.0,2.72,96.0,81AOC7 Steel 6SUN150 Window,292.6281
,1.0,71.0,Suburban,57.0,None,False,Oil,False,True,2020-10-06,White,Martin,False,Good,Good,Good,Good,6.0,1.97,,Aluminum U7NJ Window,79.00172
1.0,1.0,43.0,Suburbann,50.0,Good,,Oil Heating,False,True,2020-05-07,White,Martin,False,Good,Good,Excellent,Poor,18.0,2.38,,P79R7 Aluminum JZ4WAQF,74.75105
,1.0,22.0,Urban,29.0,,False,Oil Heating,True,True,2020-12-26,White,Natalie,False,Excellent,Excellent,Good,Good,18.0,3.51,,0N7 Wood 9PK,173.4144
3.0,2.0,122.0,Suburbann,48.0,None,False,Electricity,False,True,2020-01-04,Gray,Andreas,False,Good,Excellent,Good,Good,6.0,2.27,72.6,Wood L56F,121.12918
,,89.0,,58.0,Good,False,Oil Heating,False,False,2020-01-06,Gray,,False,Good,Good,Good,Poor,18.0,3.01,,Steel Z58YJ,336.21717
,,54.0,Suburban,36.0,None,,Gas,False,True,2021-07-01,Yellow,Sabrina,False,Poor,Excellent,Good,Good,6.0,3.12,,3WS Steel 6I0CPPY,118.47669
3.0,,116.0,Urban,67.0,Good,True,Oil,True,True,2024-03-12,Gray,Daniel,False,Poor,Good,Good,Poor,18.0,2.51,185.6,0BEEVN Wood LF8O20,308.02406
,,133.0,Rural,45.0,Good,False,Gas,False,True,2021-02-13,White,Florian,False,Excellent,Good,Good,Excellent,18.0,1.55,,76A6NSP Wood S3FHD Window,390.4694
1.0,1.0,46.0,Suburban,56.0,None,False,Oil,True,False,2021-02-25,Yellow,Theresa,False,Good,Good,Good,Good,6.0,4.29,72.0,Aluminum Z3Y2T,52.52757
,1.0,72.0,,38.0,Good,False,Gas,False,True,2021-11-19,Green,Maria,False,Excellent,Excellent,Good,Good,18.0,1.75,,Wood 2J9EEOH Window,215.52463
1.0,,26.0,Urban,39.0,Good,False,Oil Heating,True,True,2020-11-30,Green,Laura,False,Good,Poor,Good,Poor,18.0,2.46,,LUIRX34 Wood 4BLGQ17 Window,152.21845
,4.0,145.0,Urban,54.0,None,False,Gas,False,False,2022-03-09,Yellow,,False,Good,Good,Good,Good,6.0,4.76,,Wood RKE4 Window,220.36385
,1.0,99.0,,56.0,None,False,Oil Heating,True,False,2023-04-17,White,Denis,False,Good,Poor,Good,Excellent,6.0,1.87,,Aluminum MR8,96.47249
2.0,1.0,60.0,,56.0,None,True,Electricity,False,True,2021-11-30,Green,Denis,False,Good,Excellent,Excellent,Poor,6.0,2.46,,KKZV61 Steel IDAMT27,196.17191
,1.0,24.0,Urban,30.0,None,False,Oil Heating,True,True,2021-08-10,White,Sandra,False,Poor,Excellent,Good,Excellent,6.0,2.45,,MWS Wood 28UW,139.55517
1.0,,29.0,Suburban,33.0,None,False,Oil Heating,False,False,2022-08-10,Yellow,,False,Good,Good,Good,Poor,6.0,2.4,44.8,Steel YDLVU Window,88.13581
,,85.0,,48.0,None,False,Electric,False,True,2023-03-04,Gray,Johanna,False,Good,Poor,Good,Excellent,6.0,2.92,,WLH1 Steel XC30PB Window,304.29445
1.0,1.0,40.0,Suburbann,12.0,Good,False,Gas,True,True,2022-12-28,Gray,Florian,False,Good,Good,Good,Good,18.0,2.66,40.0,U94 Aluminum XSFCH4O Window,81.75812
,,23.0,Urban,68.0,None,False,Gas,False,False,2022-07-30,Green,Sandra,False,Excellent,Excellent,Good,Good,6.0,1.54,22.0,4V3 Wood EKP Window,95.59587
1.0,2.0,96.0,Suburban,56.0,None,True,Gas,False,True,2023-12-21,Yellow,Roman,False,Excellent,Good,Good,Good,6.0,2.98,97.0,Steel ME8UZC Window,158.91664
,1.0,8223.0,Suburban,49.0,Excellent,False,Gas,False,True,2020-07-23,Green,,False,Excellent,Poor,Good,Good,30.0,3.46,,Steel O7VWT4 Window,133.81882
1.0,1.0,83.0,Suburbann,36.0,None,False,Oil Heating,False,True,2020-10-09,Gray,Theresa,False,Good,Poor,Excellent,Poor,6.0,1.38,,3PNION Wood CSTSB9X,119.33337
1.0,1.0,29.0,Urban,65.0,None,False,Oil Heating,True,False,2022-10-25,Gray,Martin,False,Good,Poor,Excellent,Good,6.0,1.03,48.0,Aluminum Q0NO8,70.19246
,2.0,125.0,Rural,45.0,None,True,Gas,True,True,2021-04-08,Yellow,Denis,False,Excellent,Poor,Excellent,Good,6.0,3.19,,Steel MYA,417.27371
,,139.0,Suburban,,None,True,Electricity,False,True,2023-05-02,Yellow,Stefan,False,Excellent,Good,Good,Good,6.0,1.77,,Steel 2OG Window,167.14779
3.0,,133.0,Urban,58.0,Poor,False,Oil,True,True,2020-06-29,White,,False,Good,Good,Excellent,Good,13.0,1.95,,9ZT Wood 5IO Window,317.98808
1.0,,47.0,Urban,18.0,Poor,False,Oil Heating,True,True,2021-12-08,Yellow,,False,Good,Poor,Good,Good,13.0,4.92,75.2,Aluminum 9AZ0US,133.11111
,,53.0,Rural,65.0,None,False,Electric,True,True,2020-01-21,Gray,Andreas,False,Excellent,Good,Excellent,Excellent,6.0,2.64,30.6,Wood FAU6 Window,204.28201
1.0,1.0,51.0,Rural,38.0,None,True,Gas,False,True,2022-05-21,Gray,Stefan,False,Excellent,Good,Excellent,Excellent,6.0,2.96,,83FCV1F Steel MTO,299.41969
,,52.0,Urban,38.0,None,False,Oil Heating,True,True,2023-05-05,Gray,Sabrina,False,Good,Poor,Poor,Good,6.0,1.9,,Aluminum ZWSH3S,116.57451
,1.0,29.0,Urban,43.0,None,False,Oil,True,True,2020-04-05,White,Sandra,False,Good,Excellent,Excellent,Excellent,6.0,1.96,46.4,Steel 3PB3V Window,197.53328
2.0,1.0,98.0,Rural,46.0,Good,True,Electricity,True,False,2024-01-23,Yellow,Andreas,False,Good,Good,Good,Good,18.0,2.93,58.8,Wood YCCOOA Window,272.95012
2.0,1.0,87.0,Suburban,55.0,Good,True,Oil Heating,False,True,2023-07-06,Yellow,Stefan,False,Good,Good,Good,Poor,18.0,2.17,,813 Aluminum GYRD Window,118.3736
,,93.0,Rural,66.0,,False,Electric,False,True,2022-11-27,Yellow,Martin,False,Poor,Good,Good,Poor,6.0,2.2,55.8,Steel JJTX,296.68559
,,,,,,,,,,,,,,,,,,,,,,
1.0,2.0,83.0,Urban,33.0,,,Oil Heating,False,False,2023-12-12,White,Denis,False,Poor,Good,Poor,Poor,6.0,2.7,136.0,Steel C0GJ Window,219.33793
3.0,,-265.0,Urban,23.0,None,False,Oil,False,True,2021-03-16,White,Sabrina,False,Poor,Poor,Poor,Excellent,6.0,2.55,161.6,Steel XB3M97C Window,282.78057
,3.0,131.0,,32.0,Poor,False,Oil Heating,False,True,2022-08-20,Green,Roman,False,Excellent,Good,Poor,Good,13.0,2.37,209.6,Wood XJ75 Window,464.04369
1.0,1.0,116.0,Urban,56.0,None,False,Oil,False,True,2020-06-06,White,Lukas,False,Excellent,Poor,Excellent,Good,6.0,2.93,184.0,7QSSNL Wood 9AUK03 Window,246.25371
,,71.0,Urban,67.0,None,False,Electricity,False,True,2023-12-07,Green,Sandra,False,Good,Good,Good,Good,6.0,2.42,42.0,Steel QYZ,211.36132
3.0,,141.0,Suburbann,,None,True,Electricity,True,True,2021-07-16,Gray,Laura,False,Excellent,Good,Good,Good,6.0,2.54,84.0,Wood PQCBSKA Window,136.69641
5.0,2.0,132.0,Rural,22.0,None,False,Electric,False,True,2020-09-23,Yellow,Lukas,False,Poor,Good,Excellent,Good,6.0,1.82,,FQK9 Aluminum PV7NY8J,246.71194
1.0,1.0,25.0,Rural,50.0,,False,Electric,True,True,2024-03-23,Yellow,Natalie,False,Good,Excellent,Good,Poor,6.0,2.78,15.0,Aluminum TSQO2,96.36782
4.0,,135.0,Rural,44.0,Poor,False,Oil Heating,False,True,2023-07-14,Yellow,Stefan,False,Excellent,Good,Good,Good,13.0,4.07,,E6HV8G2 Wood 1FCCCV,475.4446
2.0,1.0,143.0,Rural,41.0,None,False,Oil,False,True,2022-08-12,Green,Daniel,False,Excellent,Excellent,Good,Poor,6.0,2.13,230.4,N4VO4 Aluminum 4JJV5,365.07845
2.0,3.0,103.0,Urban,52.0,None,False,Electricity,False,True,2023-05-16,Yellow,Johanna,False,Good,Good,Good,Excellent,6.0,1.36,,P6N Steel ESJQW2P Window,255.39242
,2.0,144.0,,42.0,,False,Electricity,False,True,2022-09-14,Yellow,Stefan,False,Poor,Good,Good,Excellent,18.0,4.93,,Steel 1U2Z3QI Window,453.68752
,,42.0,Suburban,45.0,,True,Oil,False,False,2020-11-16,Yellow,,False,Excellent,Poor,Good,Good,6.0,3.95,,Aluminum T94E9 Window,46.24852
3.0,1.0,123.0,Urban,35.0,Poor,False,Oil,True,False,2021-06-30,Gray,Maria,False,Excellent,Good,Excellent,Excellent,13.0,2.6,196.8,Wood ZFK20 Window,266.47092
2.0,1.0,71.0,,56.0,None,False,Electric,False,False,2023-10-25,Green,,False,Good,Good,Poor,Good,6.0,1.53,42.6,R868G Wood KM0,175.46508
2.0,3.0,116.0,Urban,70.0,Excellent,False,Oil Heating,False,False,2022-09-02,Green,Sandra,False,Poor,Good,Poor,Good,30.0,1.69,,V33 Steel QFA,311.32293
,2.0,74.0,Rural,,Excellent,False,Oil Heating,False,True,2022-06-26,Yellow,,False,Good,Good,Poor,Good,30.0,3.45,118.4,Steel QBPZIKK Window,423.23177
1.0,1.0,35.0,Urban,38.0,,False,Oil Heating,False,True,2023-07-17,Gray,Lukas,True,Poor,Poor,Poor,Excellent,6.0,1.1,57.6,JI299 Steel HJ1OPH,188.49035
,,140.0,Rural,28.0,,False,Electric,False,True,2023-02-11,Gray,Lukas,False,Poor,Good,Excellent,Good,30.0,2.24,,Aluminum 223U,343.83342
,5.0,134.0,Suburban,45.0,Excellent,False,Gas,True,True,2022-03-24,Yellow,,False,Excellent,Poor,Poor,Good,30.0,3.97,,YVIG Wood D23B,197.57396
1.0,2.0,65.0,Suburbann,31.0,None,True,Oil,False,False,2024-01-30,Yellow,Theresa,False,Poor,Excellent,Poor,Poor,6.0,2.66,,IDYA9 Wood YDG3I Window,91.36751
,,39.0,Rural,70.0,,False,Oil,False,False,2020-02-28,Gray,Laura,False,Excellent,Good,Poor,Good,6.0,2.3,60.8,JRO8M Wood YSR,148.09447
,,20.0,Rural,33.0,None,False,Gas,False,False,2020-11-06,Yellow,Lukas,False,Poor,Good,Excellent,Excellent,6.0,2.37,,Steel GID,189.19737
1.0,1.0,31.0,Suburban,49.0,None,False,Gas,False,True,2020-04-19,White,Daniel,False,Excellent,Good,Good,Good,6.0,2.11,,NIO6M Wood MK6DV7K,71.46134
,,65.0,Suburbann,21.0,None,False,Oil Heating,True,False,2020-12-29,Gray,Denis,False,Good,Good,Excellent,Excellent,6.0,1.09,,JHV Steel I7PIB93 Window,129.10162
,1.0,5310.0,Urban,43.0,None,False,Oil,False,False,2022-10-01,Yellow,Johanna,False,Poor,Poor,Excellent,Excellent,6.0,3.39,65.6,AHQYQ Steel 6V4QX90 Window,166.75554
1.0,1.0,7436.0,Suburban,54.0,None,False,Electricity,False,True,2020-08-23,Yellow,Stefan,False,Poor,Excellent,Poor,Poor,6.0,1.43,,TY88L Steel 7HAQKLJ Window,89.37498
1.0,,36.0,Urban,,None,True,Gas,False,True,2022-05-22,Yellow,Daniel,False,Good,Excellent,Good,Excellent,6.0,4.6,35.0,MVP49 Wood MJ05OI,126.39767
,3.0,6440.0,,34.0,None,False,Oil,True,False,2023-12-16,Yellow,Theresa,False,Good,Good,Excellent,Excellent,6.0,1.85,,Aluminum DM2UN9C Window,132.92976
,,111.0,Suburban,56.0,Excellent,False,Electricity,True,True,2022-09-18,White,Stefan,False,Good,Good,Poor,Good,30.0,1.81,65.4,Aluminum AJR77N Window,130.58184
,1.0,85.0,Rural,7.0,None,False,Gas,False,True,2020-01-25,Yellow,Theresa,False,Poor,Good,Good,Good,6.0,3.71,,SMYROA Wood 7R4FTZT Window,251.71002
3.0,,108.0,,25.0,Poor,False,Gas,False,True,2020-05-31,Green,Daniel,False,Good,Poor,Good,Excellent,13.0,2.21,108.0,Aluminum TL7,3620.8370000000004
1.0,,52.0,Suburbann,32.0,None,False,Electric,False,True,2021-06-26,Gray,Johanna,False,Poor,Excellent,Good,Excellent,6.0,2.13,31.2,Aluminum UJ4C Window,52.82677
1.0,,58.0,Urban,40.0,Good,False,Oil,False,True,2020-11-25,Gray,Sandra,False,Excellent,Poor,Excellent,Excellent,18.0,1.38,94.4,VYW Aluminum VPD,162.5004
1.0,2.0,142.0,Urban,56.0,None,True,Gas,True,True,2020-09-07,White,Laura,False,Poor,Good,Excellent,Excellent,6.0,3.77,,Wood 2A9FAZ Window,254.6641
,1.0,60.0,Rural,62.0,Excellent,False,Oil Heating,True,True,2020-08-10,Gray,Martin,False,Excellent,Good,Excellent,Excellent,30.0,1.13,94.4,OPV6D Wood 70V8 Window,352.29032
1.0,,48.0,Urban,17.0,None,False,Gas,False,True,2023-11-09,Gray,,False,Excellent,Excellent,Good,Poor,6.0,1.08,,Steel 50C0WA Window,4229.2804
1.0,1.0,20.0,,57.0,Poor,False,Oil Heating,True,True,2022-07-07,,Sandra,False,Good,Good,Good,Good,13.0,4.28,,Steel S5ZF,195.40573
3.0,,148.0,Rural,26.0,None,False,Electric,True,False,2023-02-10,Green,Andreas,False,Excellent,Poor,Excellent,Poor,6.0,3.35,89.4,Wood KXT2 Window,315.56099
1.0,1.0,86.0,Suburbann,,None,False,Electric,True,True,2021-06-26,Gray,,False,Good,Good,Excellent,Excellent,6.0,1.59,51.6,O5NSVJ4 Aluminum CTC Window,72.32297
1.0,1.0,52.0,Suburban,54.0,None,False,Gas,True,True,2021-08-08,Gray,Lukas,False,Excellent,Excellent,Excellent,Poor,6.0,1.75,50.0,VL9XMBJ Steel OND3 Window,125.74918
1.0,1.0,91.0,,54.0,Excellent,False,Gas,False,False,2021-02-18,Gray,Laura,False,Poor,Excellent,Good,Excellent,30.0,2.87,,Wood VAI,211.33658
,,,,,,,,,,,,,,,,,,,,,,
,,63.0,Suburbann,47.0,Poor,False,Gas,True,True,2022-09-27,Green,Andreas,False,Good,Good,Good,Poor,13.0,2.74,,Steel EEFP Window,144.43357
1.0,,63.0,Rural,49.0,None,False,Gas,True,True,2021-01-14,White,,False,Good,Good,Excellent,Excellent,6.0,1.54,64.0,Aluminum 57BP Window,179.85409
1.0,1.0,119.0,Rural,34.0,Excellent,False,Oil Heating,True,True,2022-10-27,Gray,Laura,False,Excellent,Good,Good,Good,30.0,2.75,192.0,Aluminum ZNO,422.58851
,1.0,102.0,,66.0,Good,,Gas,True,True,2020-05-22,Green,Lukas,False,Excellent,Excellent,Poor,Good,18.0,2.38,100.0,Aluminum 0FJ,270.47976
,,,,,,,,,,,,,,,,,,,,,,
2.0,,116.0,,64.0,None,False,Electricity,True,True,2022-11-01,Yellow,,False,Poor,Excellent,Poor,Good,6.0,2.84,69.6,Wood 4KI69Q,202.875
2.0,,68.0,Rural,50.0,None,False,Electric,True,False,2022-09-19,Yellow,Laura,False,Excellent,Excellent,Excellent,Excellent,6.0,2.44,,Wood I9YK,222.31266
3.0,,148.0,Rural,63.0,None,False,Gas,False,False,2020-10-10,Gray,Sabrina,False,Poor,Excellent,Good,Good,6.0,1.99,,BO6KG2 Wood G0Q6R,309.07386
2.0,1.0,97.0,Urban,34.0,Poor,False,Electric,False,True,2020-02-14,Yellow,Maria,False,Excellent,Good,Good,Good,13.0,4.72,58.2,Aluminum RY4 Window,145.39841
,1.0,59.0,,,None,False,Gas,True,False,2021-04-30,Gray,Roman,False,Excellent,Excellent,Good,Good,6.0,2.59,,Q32 Wood TF2,129.44935
3.0,1.0,117.0,Suburban,35.0,Good,False,Electric,False,True,2021-03-21,Yellow,,False,Excellent,Excellent,Excellent,Excellent,18.0,2.29,,9Y2DJI Aluminum GLMWW Window,122.34682
,1.0,58.0,Urban,39.0,None,False,Oil Heating,False,True,2023-09-19,White,Sabrina,False,Poor,Excellent,Excellent,Good,6.0,1.98,,Wood GX1YEM4 Window,182.6746
2.0,1.0,74.0,,67.0,Good,False,Electricity,False,True,2021-01-23,Green,Maria,False,Excellent,Good,Excellent,Good,18.0,3.35,44.4,Aluminum D2JU,140.09562
1.0,1.0,110.0,Urban,,None,True,Oil Heating,True,False,2022-12-28,White,Sandra,False,Good,Good,Good,Excellent,6.0,3.19,172.8,Wood 3J9 Window,215.49329
2.0,5.0,141.0,,34.0,None,False,Oil Heating,True,True,2023-02-06,Yellow,Sandra,False,Excellent,Good,Good,Excellent,6.0,4.82,225.6,Aluminum WHD Window,417.00747
1.0,,70.0,Suburbann,16.0,None,False,Gas,True,True,2023-06-16,Gray,Laura,False,Good,Poor,Good,Poor,6.0,2.5,71.0,6IVLSO Steel PV10NQ,142.12557
,3.0,102.0,Urban,23.0,None,False,Gas,False,True,2023-09-14,Green,Martin,False,Excellent,Excellent,Excellent,Good,6.0,3.28,,V7N15 Wood K0MTW Window,242.63318
,5.0,132.0,Rural,28.0,Excellent,False,Gas,True,True,2024-03-06,Yellow,,False,Excellent,Good,Good,Excellent,30.0,2.19,132.0,VJEZQP Aluminum QVPR,447.50945
1.0,2.0,148.0,Rural,31.0,,False,Oil,True,True,2022-09-01,Gray,,False,Poor,Poor,Good,Good,18.0,2.25,238.4,8A2ZT Aluminum 03HD Window,419.67042
2.0,1.0,94.0,Urban,44.0,Good,True,Electric,False,True,2021-05-24,Green,Sandra,False,Good,Poor,Poor,Good,18.0,1.66,56.4,Aluminum C2LU6WI Window,143.11076
,2.0,69.0,Suburbann,69.0,None,True,Gas,False,True,2023-06-18,Yellow,Stefan,False,Good,Good,Poor,Good,6.0,3.89,68.0,USVD Wood 68E2T Window,98.00338
,2.0,125.0,Suburban,71.0,None,,Electricity,False,False,2021-05-31,Yellow,Laura,False,Excellent,Poor,Good,Good,6.0,3.97,,Steel P7R,122.9839
,1.0,23.0,,36.0,None,False,Electric,False,True,2021-03-21,Gray,Daniel,False,Excellent,Good,Good,Excellent,6.0,1.63,,Wood G4D3C,115.3231
,1.0,51.0,Rural,60.0,Poor,False,Oil Heating,True,True,2020-02-07,Gray,Martin,False,Good,Poor,Excellent,Good,13.0,1.55,81.6,Wood WO7Y6 Window,246.24276
1.0,1.0,36.0,Suburbann,66.0,,False,Oil,True,False,2022-09-05,Gray,Florian,False,Excellent,Good,Poor,Excellent,6.0,1.02,,U45PB Wood W4CPJB,74.49589
1.0,3.0,103.0,Suburban,,None,True,Electric,False,False,2022-12-27,Gray,Maria,False,Excellent,Good,Good,Good,6.0,1.72,62.4,TFU9XT Aluminum XXJX Window,68.12517
1.0,1.0,49.0,,45.0,None,False,Oil,True,True,2023-06-11,Yellow,Martin,False,Excellent,Excellent,Excellent,Excellent,6.0,3.34,,Aluminum IPRRN,147.07551
2.0,1.0,61.0,Urban,34.0,Good,False,Oil Heating,False,True,2021-01-25,Gray,Sabrina,False,Poor,Poor,Poor,Good,18.0,1.2,99.2,Wood O9R Window,195.55564
1.0,1.0,93.0,Suburbann,64.0,Poor,True,Oil Heating,False,True,2021-01-21,Green,Denis,False,Poor,Excellent,Good,Excellent,13.0,3.43,148.8,3UUP Steel UXT,170.46746
1.0,,112.0,Rural,,None,False,Oil,True,True,2021-05-07,Gray,Sabrina,False,Good,Good,Excellent,Good,6.0,2.46,,Steel 2M1SFF Window,434.46664
